,name,brand,model,year,age,km_driven,torque_Nm,max_power_bhp,mileage_kmpl,selling_price,seller_type,owner,seats,engine,transmission,fuel,mileage,torque,dumpName
1622,Hyundai Santro Xing XS,Hyundai,Santro,2007,14,90000,88.25985,63.0,17.8,165000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.8 kmpl,"9.8@ 3,000(kgm@ rpm)",Xing XS
1623,Hyundai Santro Xing XK eRLX EuroIII,Hyundai,Santro,2007,14,120000,88.25985,63.0,17.8,120000,Individual,Second,5,1086 CC,Manual,Petrol,17.8 kmpl,"9.8@ 3,000(kgm@ rpm)",Xing XK eRLX EuroIII
1624,Hyundai Santro Xing GL,Hyundai,Santro,2008,13,128000,96.1,62.0,0.0,105000,Individual,First,5,1086 CC,Manual,Petrol,0.0 kmpl,96.1Nm@ 3000rpm,Xing GL
1625,Hyundai Santro Xing GLS,Hyundai,Santro,2008,13,80000,96.1,62.1,17.92,114999,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1626,Hyundai Santro Xing GLS,Hyundai,Santro,2008,13,80000,96.1,62.1,17.92,140000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1627,Hyundai Santro Xing GL,Hyundai,Santro,2008,13,40000,96.1,62.0,0.0,175000,Individual,First,5,1086 CC,Manual,Petrol,0.0 kmpl,96.1Nm@ 3000rpm,Xing GL
1628,Hyundai Santro Xing XK eRLX Euro II,Hyundai,Santro,2008,13,80000,88.25985,63.0,17.8,110000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.8 kmpl,"9.8@ 3,000(kgm@ rpm)",Xing XK eRLX Euro II
1629,Hyundai Santro Xing GLS,Hyundai,Santro,2008,13,191000,96.1,62.1,17.92,120000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1630,Hyundai Santro Xing GLS,Hyundai,Santro,2009,12,80000,96.1,62.1,17.92,135000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1631,Hyundai Santro Xing GL Plus,Hyundai,Santro,2009,12,90000,96.1,62.1,17.92,114999,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GL Plus
1632,Hyundai Santro Xing GL,Hyundai,Santro,2009,12,90000,96.1,62.0,0.0,120000,Individual,Second,5,1086 CC,Manual,Petrol,0.0 kmpl,96.1Nm@ 3000rpm,Xing GL
1633,Hyundai Santro Xing GLS,Hyundai,Santro,2009,12,90000,96.1,62.1,17.92,150000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1634,Hyundai Santro Xing GLS,Hyundai,Santro,2009,12,77000,96.1,62.1,17.92,150000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1635,Hyundai Santro Xing GLS,Hyundai,Santro,2009,12,80000,96.1,62.1,17.92,180000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1636,Hyundai Santro Xing GLS,Hyundai,Santro,2009,12,77000,96.1,62.1,17.92,150000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1637,Hyundai Santro Xing GLS,Hyundai,Santro,2010,11,60000,96.1,62.1,17.92,150000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1638,Hyundai Santro Xing GLS,Hyundai,Santro,2010,11,65000,96.1,62.1,17.92,160000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1639,Hyundai Santro Xing (Non-AC),Hyundai,Santro,2010,11,80000,96.1,62.1,0.0,110000,Individual,Second,5,1086 CC,Manual,Petrol,0.0 kmpl,96.1Nm@ 3000rpm,Xing (Non-AC)
1640,Hyundai Santro Xing GLS LPG,Hyundai,Santro,2010,11,70000,96.1,62.1,13.45,150000,Individual,Third_or_Above,5,1086 CC,Manual,Gas,13.45 km/kg,96.1Nm@ 3000rpm,Xing GLS LPG
1641,Hyundai Santro Xing GLS,Hyundai,Santro,2010,11,90000,96.1,62.1,17.92,200000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1642,Hyundai Santro Xing GLS LPG,Hyundai,Santro,2010,11,80000,96.1,62.1,13.45,200000,Individual,Second,5,1086 CC,Manual,Gas,13.45 km/kg,96.1Nm@ 3000rpm,Xing GLS LPG
1643,Hyundai Santro Xing GLS,Hyundai,Santro,2010,11,55000,96.1,62.1,17.92,180000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1644,Hyundai Santro Xing GL,Hyundai,Santro,2010,11,110000,96.1,62.0,0.0,150000,Individual,First,5,1086 CC,Manual,Petrol,0.0 kmpl,96.1Nm@ 3000rpm,Xing GL
1645,Hyundai Santro Xing GLS,Hyundai,Santro,2010,11,56000,96.1,62.1,17.92,165000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1646,Hyundai Santro Xing GLS,Hyundai,Santro,2010,11,86000,96.1,62.1,17.92,245000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1647,Hyundai Santro Xing (Non-AC),Hyundai,Santro,2010,11,80000,96.1,62.1,0.0,110000,Individual,Second,5,1086 CC,Manual,Petrol,0.0 kmpl,96.1Nm@ 3000rpm,Xing (Non-AC)
1648,Hyundai Santro Xing GLS,Hyundai,Santro,2011,10,75000,96.1,62.1,17.92,165000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1649,Hyundai Santro Xing GLS LPG,Hyundai,Santro,2011,10,100000,96.1,62.1,13.45,250000,Individual,Second,5,1086 CC,Manual,Gas,13.45 km/kg,96.1Nm@ 3000rpm,Xing GLS LPG
1650,Hyundai Santro Xing GLS CNG,Hyundai,Santro,2011,10,170000,96.1,62.1,11.88,185000,Individual,First,5,1086 CC,Manual,Gas,11.88 km/kg,96.1Nm@ 3000rpm,Xing GLS CNG
1651,Hyundai Santro Xing GLS,Hyundai,Santro,2011,10,50000,96.1,62.1,17.92,170000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1652,Hyundai Santro Xing GL Plus,Hyundai,Santro,2011,10,110000,96.1,62.1,17.92,156000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GL Plus
1653,Hyundai Santro Xing GLS,Hyundai,Santro,2011,10,50000,96.1,62.1,17.92,210000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1654,Hyundai Santro Xing GLS,Hyundai,Santro,2011,10,60000,96.1,62.1,17.92,140000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1655,Hyundai Santro Xing GL,Hyundai,Santro,2011,10,40000,96.1,62.0,0.0,150000,Individual,Third_or_Above,5,1086 CC,Manual,Petrol,0.0 kmpl,96.1Nm@ 3000rpm,Xing GL
1656,Hyundai Santro Xing GL Plus LPG,Hyundai,Santro,2011,10,70000,96.1,62.1,13.45,191000,Individual,First,5,1086 CC,Manual,Gas,13.45 km/kg,96.1Nm@ 3000rpm,Xing GL Plus LPG
1657,Hyundai Santro Xing GL LPG,Hyundai,Santro,2012,9,60000,88.25985,63.0,17.8,175000,Individual,Second,5,1086 CC,Manual,Gas,17.8 km/kg,"9.8@ 3,000(kgm@ rpm)",Xing GL LPG
1658,Hyundai Santro Xing GLS LPG,Hyundai,Santro,2012,9,70000,96.1,62.1,13.45,185000,Individual,Second,5,1086 CC,Manual,Gas,13.45 km/kg,96.1Nm@ 3000rpm,Xing GLS LPG
1659,Hyundai Santro Xing GL Plus,Hyundai,Santro,2012,9,80000,96.1,62.1,17.92,350000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GL Plus
1660,Hyundai Santro Xing GLS,Hyundai,Santro,2012,9,40000,96.1,62.1,17.92,300000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1661,Hyundai Santro Xing GLS,Hyundai,Santro,2012,9,40000,96.1,62.1,17.92,300000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1662,Hyundai Santro Xing GL Plus,Hyundai,Santro,2012,9,70000,96.1,62.1,17.92,180000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GL Plus
1663,Hyundai Santro Xing GL Plus,Hyundai,Santro,2012,9,90000,96.1,62.1,17.92,200000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GL Plus
1664,Hyundai Santro Xing GLS,Hyundai,Santro,2013,8,90000,96.1,62.1,17.92,200000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1665,Hyundai Santro Xing (Non-AC),Hyundai,Santro,2013,8,15000,96.1,62.1,0.0,184000,Individual,First,5,1086 CC,Manual,Petrol,0.0 kmpl,96.1Nm@ 3000rpm,Xing (Non-AC)
1666,Hyundai Santro Xing GL Plus,Hyundai,Santro,2013,8,120000,96.1,62.1,17.92,187000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GL Plus
1667,Hyundai Santro Xing GLS,Hyundai,Santro,2013,8,65000,96.1,62.1,17.92,180000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1668,Hyundai Santro Xing GLS,Hyundai,Santro,2013,8,80000,96.1,62.1,17.92,220000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1669,Hyundai Santro Xing GL Plus,Hyundai,Santro,2013,8,50000,96.1,62.1,17.92,195000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GL Plus
1670,Hyundai Santro Xing GL Plus,Hyundai,Santro,2013,8,120000,96.1,62.1,17.92,187000,Individual,Second,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GL Plus
1671,Hyundai Santro Xing GLS,Hyundai,Santro,2014,7,60000,96.1,62.1,17.92,238000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1672,Hyundai Santro Xing GLS,Hyundai,Santro,2014,7,40000,96.1,62.1,17.92,220000,Individual,First,5,1086 CC,Manual,Petrol,17.92 kmpl,96.1Nm@ 3000rpm,Xing GLS
1673,Hyundai Santro Xing GL Plus LPG,Hyundai,Santro,2015,6,85000,96.1,62.1,13.45,300000,Individual,First,5,1086 CC,Manual,Gas,13.45 km/kg,96.1Nm@ 3000rpm,Xing GL Plus LPG
1674,Hyundai Santro Asta BSIV,Hyundai,Santro,2018,3,7000,99.0,68.0,20.3,540000,Dealer,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Asta BSIV
1675,Hyundai Santro Sportz BSIV,Hyundai,Santro,2018,3,7000,99.0,68.0,20.3,490000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz BSIV
1676,Hyundai Santro Sportz AMT BSIV,Hyundai,Santro,2018,3,10000,99.0,68.0,20.3,565000,Individual,First,5,1086 CC,Automatic,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz AMT BSIV
1677,Hyundai Santro Asta BSIV,Hyundai,Santro,2018,3,25000,99.0,68.0,20.3,500000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Asta BSIV
1678,Hyundai Santro Sportz BSIV,Hyundai,Santro,2018,3,7800,99.0,68.0,20.3,475000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz BSIV
1679,Hyundai Santro Asta BSIV,Hyundai,Santro,2018,3,30000,99.0,68.0,20.3,575000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Asta BSIV
1680,Hyundai Santro Asta BSIV,Hyundai,Santro,2018,3,7000,99.0,68.0,20.3,540000,Dealer,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Asta BSIV
1681,Hyundai Santro Sportz AMT BSIV,Hyundai,Santro,2019,2,25000,99.0,68.0,20.3,466000,Individual,Third_or_Above,5,1086 CC,Automatic,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz AMT BSIV
1682,Hyundai Santro Magna BSIV,Hyundai,Santro,2019,2,10000,99.0,68.0,20.3,450000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Magna BSIV
1683,Hyundai Santro Magna,Hyundai,Santro,2019,2,19500,99.07,68.07,20.3,434999,Dealer,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99.07Nm@ 4500rpm,Magna
1684,Hyundai Santro Magna AMT BSIV,Hyundai,Santro,2019,2,5000,99.0,68.0,20.3,499000,Individual,First,5,1086 CC,Automatic,Petrol,20.3 kmpl,99Nm@ 4500rpm,Magna AMT BSIV
1685,Hyundai Santro Era,Hyundai,Santro,2019,2,4000,99.0,68.0,20.3,399000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Era
1686,Hyundai Santro Era,Hyundai,Santro,2019,2,20000,99.0,68.0,20.3,420000,Individual,Second,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Era
1687,Hyundai Santro Sportz BSIV,Hyundai,Santro,2019,2,30000,99.0,68.0,20.3,458000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz BSIV
1688,Hyundai Santro Sportz BSIV,Hyundai,Santro,2019,2,5000,99.0,68.0,20.3,509999,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz BSIV
1689,Hyundai Santro Magna BSIV,Hyundai,Santro,2019,2,5000,99.0,68.0,20.3,500000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Magna BSIV
1690,Hyundai Santro Magna,Hyundai,Santro,2019,2,19500,99.07,68.07,20.3,434999,Dealer,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99.07Nm@ 4500rpm,Magna
1691,Hyundai Santro Era,Hyundai,Santro,2019,2,15000,99.0,68.0,20.3,425000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Era
1692,Hyundai Santro Sportz AMT BSIV,Hyundai,Santro,2019,2,3010,99.0,68.0,20.3,521000,Individual,First,5,1086 CC,Automatic,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz AMT BSIV
1693,Hyundai Santro Magna BSIV,Hyundai,Santro,2019,2,5000,99.0,68.0,20.3,500000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Magna BSIV
1694,Hyundai Santro Era,Hyundai,Santro,2019,2,30000,99.0,68.0,20.3,420000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Era
1695,Hyundai Santro Sportz AMT BSIV,Hyundai,Santro,2019,2,25000,99.0,68.0,20.3,466000,Individual,Third_or_Above,5,1086 CC,Automatic,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz AMT BSIV
1696,Hyundai Santro Sportz BSIV,Hyundai,Santro,2019,2,18500,99.0,68.0,20.3,430000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99Nm@ 4500rpm,Sportz BSIV
1697,Hyundai Santro Magna,Hyundai,Santro,2020,1,1000,99.07,68.07,20.3,500000,Individual,First,5,1086 CC,Manual,Petrol,20.3 kmpl,99.07Nm@ 4500rpm,Magna
1698,Hyundai Sonata 2.4L AT,Hyundai,Sonata,2008,13,50000,225.55295,165.0,11.0,168000,Individual,First,5,2359 CC,Automatic,Petrol,11.0 kmpl,"23.6@ 4,250(kgm@ rpm)",2.4L AT
1699,Hyundai Sonata 2.0L CRDi MT,Hyundai,Sonata,2009,12,180000,323.61945,142.0,13.6,330000,Individual,First,5,1991 CC,Manual,Diesel,13.6 kmpl,"33@ 2,000-2,680(kgm@ rpm)",2.0L CRDi MT
1700,Hyundai Sonata CRDi M/T,Hyundai,Sonata,2010,11,120000,313.8128,150.0,11.8,500000,Individual,Second,5,1991 CC,Manual,Diesel,11.8 kmpl,32.1kgm@ 2000rpm,CRDi M/T
1701,Hyundai Sonata 2.4 GDi MT,Hyundai,Sonata,2012,9,330000,250.0,198.25,13.44,550000,Individual,Second,5,2359 CC,Manual,Petrol,13.44 kmpl,250Nm@ 4250rpm,2.4 GDi MT
1702,Hyundai Sonata 2.4 GDi MT,Hyundai,Sonata,2012,9,70000,250.0,198.25,13.44,525000,Individual,Second,5,2359 CC,Manual,Petrol,13.44 kmpl,250Nm@ 4250rpm,2.4 GDi MT
1703,Hyundai Sonata 2.4 GDi MT,Hyundai,Sonata,2012,9,330000,250.0,198.25,13.44,500000,Individual,Second,5,2359 CC,Manual,Petrol,13.44 kmpl,250Nm@ 4250rpm,2.4 GDi MT
1704,Hyundai Venue SX Plus Turbo DCT BSIV,Hyundai,Venue,2019,2,3500,171.6,118.35,18.15,1125000,Dealer,First,5,998 CC,Automatic,Petrol,18.15 kmpl,171.6Nm@ 1500-4000rpm,SX Plus Turbo DCT BSIV
1705,Hyundai Venue SX Plus Turbo DCT BSIV,Hyundai,Venue,2019,2,3500,171.6,118.35,18.15,1125000,Dealer,First,5,998 CC,Automatic,Petrol,18.15 kmpl,171.6Nm@ 1500-4000rpm,SX Plus Turbo DCT BSIV
1706,Hyundai Venue SX Plus Dual Tone Turbo DCT,Hyundai,Venue,2019,2,2286,171.6,118.35,18.15,1150000,Dealer,First,5,998 CC,Automatic,Petrol,18.15 kmpl,171.6Nm@ 1500-4000rpm,SX Plus Dual Tone Turbo DCT
1707,Hyundai Verna Xi (Petrol),Hyundai,Verna,2006,15,110000,137.2931,103.2,13.9,170000,Individual,Third_or_Above,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",Xi (Petrol)
1708,Hyundai Verna 1.6 Xi ABS,Hyundai,Verna,2006,15,90000,137.2931,103.2,13.9,170000,Individual,Third_or_Above,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",1.6 Xi ABS
1709,Hyundai Verna CRDi SX,Hyundai,Verna,2006,15,120000,235.3596,110.0,16.8,135000,Individual,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX
1710,Hyundai Verna CRDi SX,Hyundai,Verna,2007,14,90000,235.3596,110.0,16.8,185000,Individual,Third_or_Above,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX
1711,Hyundai Verna CRDi,Hyundai,Verna,2007,14,120000,235.3596,110.0,16.8,170000,Individual,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi
1712,Hyundai Verna CRDi ABS,Hyundai,Verna,2007,14,110000,235.3596,110.0,18.1,240000,Individual,First,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi ABS
1713,Hyundai Verna Xi (Petrol),Hyundai,Verna,2007,14,108000,137.2931,103.2,13.9,220000,Individual,Third_or_Above,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",Xi (Petrol)
1714,Hyundai Verna CRDi,Hyundai,Verna,2007,14,120000,235.3596,110.0,16.8,185000,Individual,Third_or_Above,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi
1715,Hyundai Verna CRDi ABS,Hyundai,Verna,2007,14,150000,235.3596,110.0,18.1,180000,Individual,Second,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi ABS
1716,Hyundai Verna CRDi SX ABS,Hyundai,Verna,2007,14,110000,235.3596,110.0,18.1,250000,Individual,Second,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX ABS
1717,Hyundai Verna CRDi SX ABS,Hyundai,Verna,2007,14,121000,235.3596,110.0,18.1,245000,Individual,Second,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX ABS
1718,Hyundai Verna CRDi SX ABS,Hyundai,Verna,2007,14,120000,235.3596,110.0,18.1,245000,Individual,Second,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX ABS
1719,Hyundai Verna CRDi SX,Hyundai,Verna,2007,14,58000,235.3596,110.0,16.8,212000,Dealer,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX
1720,Hyundai Verna CRDi SX,Hyundai,Verna,2007,14,119000,235.3596,110.0,16.8,135000,Individual,Third_or_Above,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX
1721,Hyundai Verna CRDi SX,Hyundai,Verna,2008,13,85000,235.3596,110.0,16.8,220000,Individual,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX
1722,Hyundai Verna CRDi,Hyundai,Verna,2008,13,120000,235.3596,110.0,16.8,120000,Individual,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi
1723,Hyundai Verna Xi (Petrol),Hyundai,Verna,2008,13,100000,137.2931,103.2,13.9,160000,Individual,Third_or_Above,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",Xi (Petrol)
1724,Hyundai Verna CRDi SX,Hyundai,Verna,2008,13,127000,235.3596,110.0,16.8,245000,Individual,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX
1725,Hyundai Verna CRDi SX ABS,Hyundai,Verna,2008,13,110000,235.3596,110.0,18.1,250000,Individual,Second,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX ABS
1726,Hyundai Verna CRDi,Hyundai,Verna,2008,13,120000,235.3596,110.0,16.8,120000,Individual,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi
1727,Hyundai Verna 1.6 Xi ABS,Hyundai,Verna,2008,13,55000,137.2931,103.2,13.9,114999,Individual,Second,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",1.6 Xi ABS
1728,Hyundai Verna 1.6 Xi ABS,Hyundai,Verna,2008,13,52000,137.2931,103.2,13.9,275000,Individual,Second,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",1.6 Xi ABS
1729,Hyundai Verna 1.6 Xi ABS,Hyundai,Verna,2008,13,55000,137.2931,103.2,13.9,114999,Individual,Second,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",1.6 Xi ABS
1730,Hyundai Verna Xi (Petrol),Hyundai,Verna,2008,13,100000,137.2931,103.2,13.9,160000,Individual,Third_or_Above,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",Xi (Petrol)
1731,Hyundai Verna Xi (Petrol),Hyundai,Verna,2008,13,120000,137.2931,103.2,13.9,260000,Individual,Second,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",Xi (Petrol)
1732,Hyundai Verna CRDi SX ABS,Hyundai,Verna,2008,13,120000,235.3596,110.0,18.1,150000,Individual,Second,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX ABS
1733,Hyundai Verna XXi ABS (Petrol),Hyundai,Verna,2009,12,214000,137.2931,103.2,13.9,340000,Individual,Second,5,1599 CC,Manual,Petrol,13.9 kmpl,"14.9@ 3,000(kgm@ rpm)",XXi ABS (Petrol)
1734,Hyundai Verna CRDi SX,Hyundai,Verna,2009,12,214000,235.3596,110.0,16.8,340000,Individual,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX
1735,Hyundai Verna CRDi SX ABS,Hyundai,Verna,2009,12,120000,235.3596,110.0,18.1,280000,Individual,First,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX ABS
1736,Hyundai Verna CRDi SX ABS,Hyundai,Verna,2009,12,90000,235.3596,110.0,18.1,210000,Individual,Second,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX ABS
1737,Hyundai Verna CRDi SX ABS,Hyundai,Verna,2009,12,100000,235.3596,110.0,18.1,375000,Individual,First,5,1493 CC,Manual,Diesel,18.1 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX ABS
1738,Hyundai Verna Transform SX VTVT,Hyundai,Verna,2010,11,100000,137.2931,103.2,16.2,320000,Individual,Third_or_Above,5,1599 CC,Manual,Petrol,16.2 kmpl,14.9 KGM at 3000 RPM,Transform SX VTVT
1739,Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,Verna,2010,11,110000,235.3596,110.0,16.2,260000,Individual,Second,5,1493 CC,Manual,Diesel,16.2 kmpl,24 KGM at 1900-2750 RPM,Transform CRDi VGT SX ABS
1740,Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,Verna,2010,11,70000,235.3596,110.0,16.2,320000,Individual,Second,5,1493 CC,Manual,Diesel,16.2 kmpl,24 KGM at 1900-2750 RPM,Transform CRDi VGT SX ABS
1741,Hyundai Verna Transform VGT CRDi,Hyundai,Verna,2010,11,120000,235.3596,110.0,16.2,195000,Individual,Second,5,1493 CC,Manual,Diesel,16.2 kmpl,24 KGM at 1900-2750 RPM,Transform VGT CRDi
1742,Hyundai Verna Transform SX VGT CRDi,Hyundai,Verna,2010,11,80000,235.3596,110.0,16.2,220000,Individual,Second,5,1493 CC,Manual,Diesel,16.2 kmpl,24 KGM at 1900-2750 RPM,Transform SX VGT CRDi
1743,Hyundai Verna Transform VGT CRDi,Hyundai,Verna,2010,11,80000,235.3596,110.0,16.2,220000,Individual,Second,5,1493 CC,Manual,Diesel,16.2 kmpl,24 KGM at 1900-2750 RPM,Transform VGT CRDi
1744,Hyundai Verna CRDi SX,Hyundai,Verna,2010,11,90000,235.3596,110.0,16.8,190000,Individual,Second,5,1493 CC,Manual,Diesel,16.8 kmpl,"24@ 1,900-2,750(kgm@ rpm)",CRDi SX
