,selling_price,age,km_driven,torque_Nm,max_power_bhp,mileage_kmpl,brand_type_2,seller_Individual,owner_Second,owner_Third_or_Above,transmission_Manual,fuel_Gas,fuel_Petrol
1190,925000,4,69000,200.0,97.9,25.6,0,0,0,0,1,0,0
1191,675000,4,49523,146.0,118.0,17.0,0,0,0,0,1,0,1
1192,650000,4,47000,200.0,98.6,26.0,0,1,1,0,1,0,0
1193,925000,3,28900,145.0,117.3,17.8,0,0,0,0,1,0,1
1194,1085000,3,1000,145.0,117.6,18.0,0,1,0,0,0,0,1
1195,1031000,3,60000,200.0,97.9,25.6,0,1,0,0,1,0,0
1196,949000,3,10200,145.0,117.6,17.4,0,1,0,0,1,0,1
1197,925000,3,28900,145.0,117.3,17.8,0,0,0,0,1,0,1
1198,1180000,3,5500,145.0,117.6,17.4,0,1,0,0,1,0,1
1199,1180000,3,5500,145.0,117.6,17.4,0,1,0,0,1,0,1
1200,1300000,2,20000,145.0,117.6,17.4,0,1,0,0,0,0,1
1201,1227000,2,5000,145.0,117.6,18.0,0,1,0,0,0,0,1
1202,1227000,2,5000,145.0,117.6,18.0,0,1,0,0,0,0,1
1203,1200000,2,40000,200.0,97.9,25.6,0,1,0,0,1,0,0
1204,1110000,2,10500,200.0,97.9,25.6,0,1,0,0,1,0,0
1205,150000,15,80000,172.0,130.0,13.5,0,1,0,1,1,0,1
1206,121000,15,70000,172.0,130.0,13.5,0,1,1,0,1,0,1
1207,350000,14,90000,172.0,130.0,12.9,0,1,0,0,0,0,1
1208,245000,14,90000,172.0,130.0,13.5,0,1,0,1,1,0,1
1209,175000,14,218463,172.0,130.0,12.9,0,1,0,0,0,0,1
1210,375000,13,90000,172.0,130.0,13.5,0,1,0,1,1,0,1
1211,250000,13,60000,123.0,108.5,20.0,0,1,0,1,0,0,1
1212,375000,13,100000,172.0,130.0,13.5,0,1,0,1,1,0,1
1213,250000,12,105000,172.0,130.0,12.9,0,1,1,0,0,0,1
1214,280000,12,40000,172.0,130.0,12.9,0,1,0,1,0,0,1
1215,240000,12,70000,172.0,130.0,13.5,0,1,0,0,1,0,1
1216,220000,12,125000,172.0,130.0,13.5,0,1,1,0,1,0,1
1217,350000,10,50000,166.71306,132.0,15.5,0,1,0,0,1,0,1
1218,2125000,1,5500,300.0,118.0,26.8,0,0,0,0,1,0,0
1219,2125000,1,5500,300.0,118.0,26.8,0,0,0,0,1,0,0
1220,339000,10,42535,110.0,88.8,16.7,0,0,0,0,1,0,1
1221,525000,6,63000,200.0,98.6,27.3,0,0,0,0,1,0,0
1222,610000,6,30000,110.0,88.7,18.7,0,0,0,0,1,0,1
1223,480000,6,43000,110.0,88.7,18.7,0,0,0,0,1,0,1
1224,600000,6,80000,110.0,88.7,19.0,0,1,0,0,0,0,1
1225,575000,6,50000,110.0,88.7,19.0,0,1,0,0,0,0,1
1226,610000,6,30000,110.0,88.7,18.7,0,0,0,0,1,0,1
1227,575000,6,50000,110.0,88.7,19.0,0,1,0,0,0,0,1
1228,600000,6,90000,200.0,98.6,27.3,0,1,0,0,1,0,0
1229,525000,6,60000,200.0,98.6,27.3,0,1,0,0,1,0,0
1230,671000,6,48228,110.0,88.7,18.7,0,0,0,0,1,0,1
1231,700000,6,22700,110.0,88.7,18.7,0,1,0,0,1,0,1
1232,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1233,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1234,484999,5,30000,110.0,88.7,18.7,0,1,0,0,1,0,1
1235,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1236,625000,5,54000,110.0,88.7,18.7,0,0,0,0,1,0,1
1237,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1238,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1239,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1240,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1241,500000,5,30000,200.0,98.6,27.3,0,1,0,0,1,0,0
1242,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1243,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1244,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1245,650000,5,61915,200.0,98.6,27.3,0,1,0,0,1,0,0
1246,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1247,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1248,484999,5,30000,110.0,88.7,18.7,0,1,0,0,1,0,1
1249,425000,5,68000,200.0,98.6,27.3,0,1,0,0,1,0,0
1250,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1251,500000,5,41000,110.0,88.7,18.7,0,1,0,0,1,0,1
1252,600000,5,26000,110.0,88.7,19.0,0,0,0,0,0,0,1
1253,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1254,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1255,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1256,625000,5,54000,110.0,88.7,18.7,0,0,0,0,1,0,1
1257,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1258,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1259,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1260,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1261,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1262,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1263,500000,5,41000,110.0,88.7,18.7,0,1,0,0,1,0,1
1264,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1265,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1266,500000,5,30000,200.0,98.6,27.3,0,1,0,0,1,0,0
1267,475000,5,25000,110.0,88.7,18.7,0,1,0,0,1,0,1
1268,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1269,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1270,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1271,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1272,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1273,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1274,650000,5,30000,200.0,98.6,27.3,0,1,1,0,1,0,0
1275,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1276,550000,5,56494,110.0,88.7,18.2,0,0,0,0,1,0,1
1277,526000,5,15000,110.0,88.7,18.7,0,0,0,0,1,0,1
1278,725000,4,6550,110.0,88.7,18.2,0,1,0,0,0,0,1
1279,650000,4,25000,110.0,88.7,18.7,0,1,0,0,1,0,1
1280,670000,4,50000,200.0,98.6,27.3,0,1,0,0,1,0,0
1281,615000,4,40000,110.0,88.7,19.0,0,1,0,0,0,0,1
1282,725000,4,6550,110.0,88.7,18.2,0,1,0,0,0,0,1
1283,525000,4,37151,200.0,98.6,27.3,0,0,0,0,1,0,0
1284,680000,3,8576,110.0,88.7,18.7,0,0,0,0,1,0,1
1285,860000,3,40000,110.0,88.7,18.2,0,1,0,0,0,0,1
1286,675000,3,24265,110.0,88.7,18.7,0,0,0,0,1,0,1
1287,680000,3,8576,110.0,88.7,18.7,0,0,0,0,1,0,1
1288,600000,3,20000,110.0,88.7,18.2,0,1,0,0,1,0,1
1289,650000,3,47725,200.0,98.6,27.3,0,0,0,0,1,0,0
1290,840000,2,1500,110.0,88.7,18.2,0,1,0,0,0,0,1
1291,750000,2,3100,110.0,88.7,18.2,0,1,0,0,0,0,1
1292,840000,2,1500,110.0,88.7,18.2,0,1,0,0,0,0,1
1293,490000,7,120000,200.0,98.6,24.2,0,1,0,0,1,0,0
1294,600000,7,40000,200.0,98.6,24.2,0,1,1,0,1,0,0
1295,500000,6,35000,145.0,117.3,17.3,0,1,0,0,1,0,1
1296,550000,6,120000,200.0,98.6,24.5,0,1,1,0,1,0,0
1297,570000,6,93000,200.0,98.6,24.5,0,1,1,0,1,0,0
1298,650000,6,110000,200.0,98.6,24.5,0,1,0,0,1,0,0
1299,500000,6,35000,145.0,117.3,17.3,0,1,0,0,1,0,1
1300,650000,6,94000,200.0,98.6,24.5,0,1,1,0,1,0,0
1301,670000,6,120000,200.0,98.6,24.2,0,1,0,0,1,0,0
1302,1000000,6,46000,200.0,98.6,24.5,0,1,0,0,1,0,0
1303,1000000,6,46000,200.0,98.6,24.5,0,1,0,0,1,0,0
1304,450000,5,100000,200.0,98.6,24.2,0,1,1,0,1,0,0
1305,450000,5,100000,200.0,98.6,24.2,0,1,1,0,1,0,0
1306,600000,4,70000,145.0,117.3,17.3,0,1,0,0,1,0,1
1307,950000,4,50000,200.0,98.6,25.5,0,1,0,0,1,0,0
1308,900000,4,40000,200.0,98.6,25.5,0,1,0,0,1,0,0
1309,770000,4,65000,200.0,98.6,25.5,0,1,1,0,1,0,0
1310,720000,4,30000,110.0,88.7,17.5,0,1,0,0,1,0,1
1311,819999,4,12000,110.0,88.7,17.5,0,1,0,0,1,0,1
1312,700000,4,15000,110.0,88.7,17.5,0,1,0,0,1,0,1
1313,700000,4,70000,200.0,98.6,25.5,0,1,0,0,1,0,0
1314,800000,4,70000,200.0,98.6,25.5,0,1,0,0,1,0,0
1315,819999,4,30000,110.0,88.7,17.5,0,0,0,0,1,0,1
1316,885000,4,39000,200.0,98.6,25.5,0,0,0,0,1,0,0
1317,700000,4,15000,110.0,88.7,17.5,0,1,0,0,1,0,1
1318,675000,4,127991,200.0,98.6,25.5,0,0,0,0,1,0,0
1319,675000,4,25000,110.0,88.7,17.5,0,1,1,0,1,0,1
1320,675000,4,127991,200.0,98.6,25.5,0,0,0,0,1,0,0
1321,850000,3,7800,110.0,88.7,17.5,0,1,0,0,1,0,1
1322,1035000,3,15000,200.0,98.6,25.5,0,1,0,0,1,0,0
1323,900000,3,30000,200.0,98.6,25.5,0,1,0,0,1,0,0
1324,900000,3,35000,110.0,88.7,17.5,0,1,0,0,1,0,1
1325,780000,3,30000,110.0,88.7,17.5,0,1,0,0,1,0,1
1326,834000,3,30000,200.0,98.6,25.5,0,1,0,0,1,0,0
1327,800000,3,25000,200.0,98.6,25.5,0,1,0,0,1,0,0
1328,580000,2,35000,110.0,88.7,17.5,0,1,0,0,1,0,1
1329,580000,2,35000,110.0,88.7,17.5,0,1,0,0,1,0,1
1330,1000000,2,72000,200.0,98.6,25.5,0,1,0,0,1,0,0
1331,55000,19,120000,117.6798,94.0,13.2,0,1,0,1,1,0,1
1332,110000,18,90000,117.6798,94.0,13.2,0,1,1,0,1,0,1
1333,108000,18,200000,187.0,82.0,13.1,0,1,1,0,1,0,0
1334,145000,18,120000,187.0,82.0,13.1,0,1,0,1,1,0,0
1335,59000,18,70000,117.6798,94.0,13.2,0,1,1,0,1,0,1
1336,80000,18,40000,117.6798,94.0,14.4,0,1,1,0,1,0,1
1337,80000,17,120000,117.6798,94.0,13.2,0,1,1,0,1,0,1
1338,170000,17,160000,187.0,82.0,13.1,0,1,0,1,1,0,0
1339,110000,17,110000,117.6798,94.0,14.4,0,1,1,0,1,0,1
1340,110000,17,120000,117.6798,94.0,14.4,0,1,0,1,1,0,1
1341,100000,16,100000,187.0,82.0,13.1,0,1,0,1,1,0,0
1342,150000,16,120000,117.6798,94.0,13.2,0,1,0,0,1,0,1
1343,80500,16,50000,117.6798,94.0,13.2,0,1,0,1,1,0,1
1344,130000,16,79000,187.0,82.0,13.1,0,1,1,0,1,0,0
1345,200000,16,200000,187.0,82.0,13.1,0,1,1,0,1,0,0
1346,130000,16,79000,187.0,82.0,13.1,0,1,1,0,1,0,0
1347,120000,15,90000,187.0,82.0,13.1,0,1,1,0,1,0,0
1348,110000,15,140000,117.6798,94.0,14.4,0,1,1,0,1,0,1
1349,80000,14,120000,117.6798,94.0,13.2,0,1,1,0,1,0,1
1350,114999,13,95200,117.6798,94.0,13.2,0,1,0,1,1,0,1
1351,120000,13,110000,117.6798,94.0,13.2,0,1,0,1,1,1,0
1352,120000,12,70000,117.6798,94.0,13.2,0,1,1,0,1,0,1
1353,180000,12,87000,117.6798,94.0,13.2,0,1,1,0,1,0,1
1354,150000,12,70000,117.6798,94.0,13.2,0,1,0,1,1,0,1
1355,160000,11,120000,124.5,93.7,13.2,0,1,1,0,1,1,0
1356,165000,11,80000,124.5,93.7,13.2,0,1,0,0,1,1,0
1357,250000,10,35000,124.6,93.7,16.36,0,1,0,0,1,0,1
1358,180000,10,70000,124.6,93.7,16.36,0,1,0,0,1,0,1
1359,170000,10,62000,124.6,93.7,16.36,0,1,0,1,1,0,1
1360,225000,9,109322,124.6,93.7,16.36,0,1,1,0,1,0,1
1361,275000,9,48000,124.5,93.7,13.2,0,1,0,0,1,1,0
1362,172000,8,120000,124.6,93.7,16.36,0,1,0,0,1,0,1
1363,750000,6,74000,259.9,126.2,19.67,0,1,0,0,1,0,0
1364,1300000,6,48000,259.9,126.2,19.67,0,1,1,0,1,0,0
1365,899000,6,80000,259.9,126.2,19.67,0,1,1,0,1,0,0
1366,822000,6,60000,259.9,126.2,19.67,0,1,0,0,1,0,0
1367,978999,6,90000,259.9,126.2,19.67,0,1,0,0,1,0,0
1368,1050000,6,50000,259.9,126.2,17.01,0,1,0,0,0,0,0
1369,875000,6,72000,259.9,126.2,17.01,0,0,0,0,0,0,0
1370,850000,6,108000,259.9,126.2,19.67,0,1,0,0,1,0,0
1371,910000,6,40000,259.87,126.2,17.6,0,0,0,0,0,0,0
1372,1300000,6,40000,259.9,126.2,19.67,0,1,0,0,1,0,0
1373,900000,6,90000,151.0,121.3,15.29,0,1,0,0,1,0,1
1374,1300000,6,48000,259.9,126.2,19.67,0,1,1,0,1,0,0
1375,880000,6,120000,259.9,126.2,19.67,0,1,1,0,1,0,0
1376,1000000,6,70000,259.9,126.2,19.67,0,1,0,0,1,0,0
1377,1000000,6,50000,259.9,126.2,19.67,0,1,0,0,1,0,0
1378,850000,6,59235,259.9,126.2,19.67,0,0,0,0,1,0,0
1379,1000000,6,73500,259.9,126.2,19.67,0,1,0,0,1,0,0
1380,965000,6,60000,259.9,126.2,19.67,0,1,0,0,1,0,0
1381,1000000,6,50000,259.9,126.2,19.67,0,1,0,0,1,0,0
1382,850000,6,108000,259.9,126.2,19.67,0,1,0,0,1,0,0
1383,900000,6,50000,259.9,126.2,19.67,0,1,0,0,1,0,0
1384,750000,6,74000,259.9,126.2,19.67,0,1,0,0,1,0,0
1385,1140000,5,50000,259.9,126.2,19.67,0,1,0,0,1,0,0
1386,800000,5,25000,151.0,121.3,15.29,0,1,0,0,1,0,1
1387,850000,5,58000,259.9,126.2,19.67,0,1,0,0,1,0,0
1388,850000,5,58000,259.9,126.2,19.67,0,1,0,0,1,0,0
1389,700000,5,30000,151.0,121.3,15.29,0,1,0,0,1,0,1
1390,950000,5,38600,259.9,126.2,19.67,0,0,0,0,1,0,0
1391,819999,5,39000,259.9,126.2,19.67,0,0,0,0,1,0,0
1392,825000,5,39000,219.7,88.7,21.38,0,0,0,0,1,0,0
1393,1100000,5,70000,259.9,126.2,19.67,0,1,0,0,1,0,0
1394,900000,5,98000,259.9,126.2,19.67,0,1,0,0,1,0,0
1395,1100000,5,94000,259.9,126.2,19.67,0,1,0,0,1,0,0
1396,725000,5,100000,219.7,88.7,21.38,0,1,0,0,1,0,0
1397,925000,5,79000,259.9,126.2,19.67,0,0,0,0,1,0,0
1398,1150000,5,154000,259.9,126.2,19.67,0,1,0,0,1,0,0
1399,819999,5,39000,259.9,126.2,19.67,0,0,0,0,1,0,0
1400,825000,5,39000,219.7,88.7,21.38,0,0,0,0,1,0,0
1401,900000,5,110000,259.9,126.2,19.67,0,1,0,0,1,0,0
1402,800000,5,25000,151.0,121.3,15.29,0,1,0,0,1,0,1
1403,900000,5,130000,219.7,88.7,21.38,0,1,0,0,1,0,0
1404,950000,5,133000,219.7,88.7,21.38,0,1,0,0,1,0,0
1405,930000,5,47552,259.9,126.2,19.67,0,1,1,0,1,0,0
1406,1050000,5,77150,259.9,126.2,17.01,0,0,0,0,0,0,0
1407,1050000,5,80000,259.9,126.2,19.67,0,1,0,0,1,0,0
1408,890000,5,40000,151.0,121.3,14.8,0,0,0,0,0,0,1
1409,1100000,4,37000,259.9,126.2,19.67,0,1,0,0,1,0,0
1410,1100000,4,67000,259.9,126.2,17.01,0,1,0,0,0,0,0
1411,950000,4,45000,219.7,88.7,21.38,0,1,0,0,1,0,0
1412,1050000,4,60000,259.9,126.2,19.67,0,1,0,0,1,0,0
1413,1125000,4,105000,219.7,88.7,21.38,0,1,0,0,1,0,0
1414,1150000,4,63309,259.9,126.2,19.67,0,0,0,0,1,0,0
1415,1143000,4,51000,259.9,126.2,17.01,0,1,0,0,0,0,0
1416,1250000,4,90000,259.9,126.2,19.67,0,1,0,0,1,0,0
1417,1110000,4,186000,259.9,126.2,19.67,0,1,0,0,1,0,0
1418,975000,4,48698,259.9,126.2,19.67,0,0,0,0,1,0,0
1419,1200000,4,25000,259.9,126.2,19.67,0,1,0,0,1,0,0
1420,875000,4,42000,151.0,121.3,15.29,0,1,0,0,1,0,1
1421,1150000,4,27000,259.9,126.2,19.67,0,1,1,0,1,0,0
1422,957000,4,60000,219.7,88.7,21.38,0,1,0,0,1,0,0
1423,1000000,4,60000,259.9,126.2,17.01,0,1,1,0,0,0,0
1424,1125000,4,47000,259.9,126.2,19.67,0,1,1,0,1,0,0
1425,1100000,4,67000,259.9,126.2,17.01,0,1,0,0,0,0,0
1426,957000,4,60000,219.7,88.7,21.38,0,1,0,0,1,0,0
1427,975000,4,41000,259.87,126.2,20.5,0,0,0,0,1,0,0
1428,1100000,4,40000,219.7,88.7,21.38,0,1,0,0,1,0,0
1429,1210000,3,25000,219.7,88.7,21.38,0,1,0,0,1,0,0
1430,1050000,3,70000,219.7,88.7,21.38,0,1,0,0,1,0,0
1431,1350000,3,5000,151.0,121.3,14.8,0,1,0,0,0,0,1
1432,946000,3,60000,219.7,88.7,22.1,0,1,0,0,1,0,0
1433,1150000,3,44000,259.9,126.2,17.01,0,1,0,0,0,0,0
1434,1200000,3,27000,151.0,121.3,15.8,0,1,0,0,1,0,1
1435,1405000,3,15000,151.0,121.3,15.8,0,1,0,0,1,0,1
1436,1200000,3,27000,151.0,121.3,15.8,0,1,0,0,1,0,1
1437,1237000,3,46000,259.9,126.2,19.67,0,1,0,0,1,0,0
1438,1050000,3,70000,219.7,88.7,21.38,0,1,0,0,1,0,0
1439,1380000,3,55000,151.0,121.3,14.8,0,1,0,0,0,0,1
1440,1405000,3,15000,151.0,121.3,15.8,0,1,0,0,1,0,1
1441,1220000,3,11000,151.0,121.3,15.8,0,1,0,0,1,0,1
1442,1220000,3,11000,151.0,121.3,15.8,0,1,0,0,1,0,1
1443,1175000,3,14000,151.0,121.3,15.8,0,0,0,0,1,0,1
1444,1000000,2,15000,219.7,88.7,22.1,0,1,0,0,1,0,0
1445,1050000,2,27000,219.7,88.7,21.38,0,1,0,0,1,0,0
1446,950000,2,15000,219.7,88.7,22.1,0,1,0,0,1,0,0
1447,1150000,2,31000,151.0,121.3,15.8,0,0,0,0,1,0,1
1448,990000,2,19600,219.7,88.7,22.1,0,1,0,0,1,0,0
1449,1950000,1,2700,259.9,126.2,17.01,0,0,0,0,0,0,0
1450,1050000,1,20000,219.7,88.7,22.1,0,1,0,0,1,0,0
1451,180000,10,80000,74.5,55.2,21.1,0,1,1,0,1,0,1
1452,160000,10,57000,74.5,55.2,21.1,0,1,0,0,1,0,1
1453,180000,10,35000,74.5,55.2,21.1,0,1,0,0,1,0,1
1454,129000,10,80000,74.5,55.2,21.1,0,1,1,0,1,0,1
1455,270000,9,43755,74.5,55.2,21.1,0,0,1,0,1,0,1
1456,244000,9,38000,74.5,55.2,21.1,0,1,0,0,1,0,1
1457,170000,9,40000,74.5,55.2,21.1,0,1,0,0,1,0,1
1458,195000,9,80000,74.5,55.2,21.1,0,1,1,0,1,0,1
1459,180000,9,56000,74.5,55.2,21.1,0,1,0,0,1,0,1
1460,190000,9,100000,74.5,55.2,21.1,0,1,0,0,1,0,1
1461,200000,9,70000,74.5,55.2,21.1,0,1,0,0,1,0,1
1462,180000,9,100000,74.5,55.2,21.1,0,1,1,0,1,0,1
1463,222000,9,120000,74.5,55.2,21.1,0,1,0,0,1,1,0
1464,180000,9,120000,74.5,55.2,21.1,0,1,1,0,1,0,1
1465,170000,9,40000,74.5,55.2,21.1,0,1,0,0,1,0,1
1466,150000,9,40000,74.5,55.2,21.1,0,1,0,0,1,0,1
1467,250000,9,44588,74.5,55.2,21.1,0,0,0,0,1,0,1
1468,185000,9,50000,74.5,55.2,21.1,0,1,1,0,1,0,1
1469,179000,9,30000,74.5,55.2,21.1,0,1,1,0,1,0,1
1470,140000,9,20000,74.5,55.2,21.1,0,1,0,0,1,0,1
1471,250000,9,25000,74.5,55.2,21.1,0,1,0,0,1,0,1
1472,190000,9,65000,74.5,55.2,21.1,0,1,0,0,1,0,1
1473,190000,9,65000,74.5,55.2,21.1,0,1,0,0,1,0,1
1474,195000,9,35000,74.5,55.2,21.1,0,1,1,0,1,0,1
1475,219000,8,50000,74.5,55.2,21.1,0,1,1,0,1,0,1
1476,180000,8,60000,74.5,55.2,21.1,0,1,0,0,1,0,1
1477,200000,8,80000,74.5,55.2,21.1,0,1,1,0,1,0,1
1478,190000,8,70000,74.5,55.2,21.1,0,1,0,0,1,0,1
1479,200000,8,40000,74.5,55.2,21.1,0,1,0,0,1,0,1
1480,200000,8,57000,74.5,55.2,21.1,0,1,0,0,1,0,1
1481,165000,8,45000,74.5,55.2,21.1,0,1,1,0,1,0,1
1482,200000,8,60000,74.5,55.2,21.1,0,1,1,0,1,0,1
1483,180000,8,60000,74.5,55.2,21.1,0,1,0,0,1,0,1
1484,200000,8,80000,74.5,55.2,21.1,0,1,0,0,1,0,1
1485,195000,8,58609,74.5,55.2,21.1,0,1,1,0,1,0,1
1486,190000,8,70000,74.5,55.2,21.1,0,1,0,0,1,0,1
1487,200000,8,68697,74.5,55.2,21.1,0,1,0,1,1,0,1
1488,250000,8,42130,74.5,55.2,21.1,0,1,0,0,1,0,1
1489,225000,8,75000,74.5,55.2,21.1,0,1,1,0,1,0,1
1490,235000,8,40000,74.5,55.2,21.1,0,1,1,0,1,0,1
1491,215000,8,47000,74.5,55.2,21.1,0,1,1,0,1,0,1
1492,165000,8,45000,74.5,55.2,21.1,0,1,1,0,1,0,1
1493,290000,8,40000,74.5,55.2,21.1,0,1,1,0,1,0,1
1494,198000,8,49500,74.5,55.2,21.1,0,1,1,0,1,0,1
1495,198000,8,49500,74.5,55.2,21.1,0,1,1,0,1,0,1
1496,275000,8,20000,74.5,55.2,21.1,0,1,0,0,1,0,1
1497,215000,8,47000,74.5,55.2,21.1,0,1,1,0,1,0,1
1498,195000,7,65000,74.5,55.2,21.1,0,1,1,0,1,0,1
1499,260000,7,18945,74.5,55.2,21.1,0,1,0,0,1,0,1
1500,250000,7,60000,74.5,55.2,21.1,0,1,0,0,1,0,1
1501,220000,7,50000,74.5,55.2,21.1,0,1,0,1,1,0,1
1502,200000,7,60000,74.5,55.2,21.1,0,1,1,0,1,0,1
1503,280000,7,90000,74.5,55.2,21.1,0,1,0,0,1,0,1
1504,220000,7,10000,94.14,68.05,20.3,0,1,0,0,1,0,1
1505,215000,7,50000,74.5,55.2,21.1,0,1,0,0,1,0,1
1506,220000,7,80000,74.5,55.2,21.1,0,1,0,1,1,0,1
1507,250000,7,10000,74.5,55.2,21.1,0,1,0,0,1,0,1
1508,225000,7,35000,74.5,55.2,21.1,0,1,0,0,1,0,1
1509,170000,7,70000,74.5,55.2,21.1,0,1,1,0,1,0,1
1510,220000,7,60000,74.5,55.2,21.1,0,1,1,0,1,0,1
1511,250000,7,2350,74.5,55.2,21.1,0,1,0,0,1,0,1
1512,250000,7,25000,74.5,55.2,21.1,0,1,0,0,1,0,1
1513,250000,7,20000,74.5,55.2,21.1,0,1,0,0,1,0,1
1514,229999,7,70000,74.5,55.2,21.1,0,1,0,0,1,0,1
1515,250000,7,80000,74.5,55.2,21.1,0,1,0,0,1,0,1
1516,240000,7,70000,74.5,55.2,21.1,0,1,0,0,1,0,1
1517,215000,7,40000,74.5,55.2,21.1,0,1,0,0,1,0,1
1518,210000,7,70000,74.5,55.2,21.1,0,1,0,0,1,0,1
1519,225000,7,35000,74.5,55.2,21.1,0,1,0,0,1,0,1
1520,220000,7,93000,74.5,55.2,21.1,0,1,1,0,1,0,1
1521,290000,7,50000,74.5,55.2,21.1,0,1,0,0,1,0,1
1522,250000,7,40000,74.5,55.2,21.1,0,1,0,0,1,0,1
1523,190000,7,60000,74.5,55.2,21.1,0,1,1,0,1,0,1
1524,229999,7,80000,74.5,55.2,21.1,0,1,0,0,1,0,1
1525,280000,7,60000,74.5,55.2,21.1,0,1,1,0,1,0,1
1526,250000,7,80000,74.5,55.2,21.1,0,1,1,0,1,0,1
1527,250000,7,80000,74.5,55.2,21.1,0,1,1,0,1,0,1
1528,180000,7,62000,74.5,55.2,21.1,0,1,0,0,1,0,1
1529,280000,6,60000,74.5,55.2,21.1,0,1,1,0,1,0,1
1530,235000,6,50000,74.5,55.2,21.1,0,1,0,0,1,0,1
1531,290000,6,17000,74.5,55.2,21.1,0,1,0,0,1,0,1
1532,210000,6,40000,74.5,55.2,21.1,0,1,0,0,1,0,1
1533,204999,6,43000,94.14,68.05,20.3,0,1,1,0,1,0,1
1534,270000,6,43000,74.5,55.2,21.1,0,1,0,0,1,0,1
1535,225000,6,120000,74.5,55.2,21.1,0,1,1,0,1,0,1
1536,250000,6,80000,74.5,55.2,21.1,0,1,0,0,1,0,1
1537,229999,6,34000,74.5,55.2,21.1,0,1,1,0,1,0,1
1538,250999,6,43000,74.5,55.2,21.1,0,1,1,0,1,0,1
1539,300000,6,45000,74.5,55.2,21.1,0,1,0,0,1,0,1
1540,220000,5,100000,74.5,55.2,21.1,0,1,0,0,1,0,1
1541,340000,5,30000,74.5,55.2,21.1,0,1,0,0,1,0,1
1542,250000,5,110000,74.5,55.2,21.1,0,1,0,0,1,0,1
1543,280000,5,19000,74.5,55.2,21.1,0,1,0,0,1,0,1
1544,270000,5,7672,74.5,55.2,21.1,0,1,0,0,1,0,1
1545,300000,5,35000,74.5,55.2,21.1,0,1,0,0,1,0,1
1546,275000,5,47000,74.5,55.2,21.1,0,0,0,0,1,0,1
1547,335000,5,17000,74.5,55.2,21.1,0,1,0,0,1,0,1
1548,310000,5,25000,74.5,55.2,21.1,0,1,0,0,1,0,1
1549,300000,5,40800,74.5,55.2,21.1,0,1,0,0,1,0,1
1550,275000,5,49200,74.5,55.2,21.1,0,1,0,0,1,0,1
1551,280000,5,60000,74.5,55.2,21.1,0,1,0,0,1,0,1
1552,276000,5,60000,94.14,68.05,20.3,0,1,0,0,1,0,1
1553,280000,5,100000,94.14,68.05,20.3,0,1,0,0,1,0,1
1554,320000,4,15000,74.5,55.2,21.1,0,1,1,0,1,0,1
1555,300000,4,10000,74.5,55.2,21.1,0,1,0,0,1,0,1
1556,280000,4,50000,74.5,55.2,21.1,0,1,1,0,1,0,1
1557,300000,4,60000,94.14,68.05,20.3,0,1,0,0,1,0,1
1558,350000,4,20000,74.5,55.2,21.1,0,1,1,0,1,0,1
1559,300000,4,8000,74.5,55.2,21.1,0,1,0,0,1,0,1
1560,280000,4,31000,74.5,55.2,21.1,0,1,1,0,1,0,1
1561,250000,4,50000,74.5,55.2,21.1,0,1,0,0,1,0,1
1562,265000,4,100000,74.5,55.2,21.1,0,1,0,0,1,0,1
